Adventure,Drama,Family,82.23
Mystery,Sci-Fi,Thriller,0.07
Biography,Crime,Drama,36.84
Drama,Fantasy,Horror,0.79
Action,Adventure,Thriller,85.02
Crime,Drama,Horror,
Crime,Drama,Fantasy,2.21
Adventure,Family,Fantasy,70.08
Action,Adventure,Drama,0.12
Action,Comedy,Horror,3.64
Comedy,Drama,Family,64.15
Action,Thriller,,27.29
Action,Adventure,Sci-Fi,200.07
Adventure,Drama,Fantasy,281.28
Drama,,,47.54
Drama,,,0.02
Comedy,,,
Drama,,,16.38
Comedy,Drama,Music,51.78
Drama,Fantasy,Music,50.46
Drama,,,
Thriller,,,
Comedy,Horror,,0.22
Action,Comedy,Sport,148.21
Horror,,,0.18
Comedy,Drama,,0.32
Action,Drama,Thriller,
Drama,Romance,,83.81
Horror,Mystery,,0.07
Adventure,Drama,Fantasy,300.52
Thriller,,,
Comedy,Romance,,13.99
Action,Sci-Fi,Thriller,42
Fantasy,Mystery,Thriller,
Biography,Drama,,116.63
Crime,Drama,,0.03
Action,Adventure,Sci-Fi,60.52
Adventure,,,0.15
Comedy,Drama,,6.74
Comedy,Drama,,82.62
Comedy,Drama,Romance,95.33
Adventure,Comedy,Drama,1.29
Action,Sci-Fi,Thriller,36.06
Comedy,Romance,,26.05
Action,Fantasy,Horror,40.17
Crime,Drama,Thriller,40.98
Action,Drama,Thriller,30.69
Crime,Drama,Mystery,22.49
Crime,Drama,Mystery,2.32
Drama,Sci-Fi,Thriller,0.01
Biography,Drama,History,26.81
Crime,Horror,Thriller,0.09
Drama,,,
Drama,Mystery,Thriller,
Adventure,Biography,,
Adventure,Biography,Crime,10.14
Action,Horror,Thriller,
Action,Adventure,Western,89.29
Horror,Thriller,,34.33
Drama,Mystery,Thriller,80.05
Comedy,Drama,Musical,38.51
Horror,Mystery,,38.18
Biography,Drama,Sport,8.81
Comedy,Family,Romance,59.57
Drama,Mystery,Thriller,
Comedy,,,
Drama,,,
Drama,Thriller,,3.19
Biography,Drama,Family,61.69
Comedy,Drama,Family,85.91
Drama,Fantasy,Musical,24.34
Comedy,,,82.39
Adventure,Family,,42.65
Adventure,Comedy,Fantasy,21.56
Horror,Thriller,,42.58
Drama,Romance,,23.39
Horror,,,
Biography,Drama,History,52.07
Action,Adventure,Fantasy,45.8
Drama,Family,Music,1.2
Comedy,Drama,Romance,6.92
Action,Adventure,Horror,60.13
Comedy,,,54.72
Crime,Drama,Mystery,
Horror,,,17.54
Drama,Music,Romance,58.01
Adventure,Comedy,,
Comedy,Family,Fantasy,19.64
